product_name,price_sale,price,percent_discount,promotion,screen_size,ram,rom,rating_count,rate_average,outstanding_feature
Samsung Galaxy S24 Plus 12GB 512GB,24.790.000đ,30.490.000đ,Giảm 19%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,null,null," Mở ra Kỷ nguyên Điện thoại AI Cao cấp -Hỗ trợ Phiên dịch cuộc gọi, trợ lí chỉnh ảnh, khoanh vùng để tìm kiếm |  Chụp ảnh bất kể không gian và thời gian - Camera 50MP với với công nghệ ProVisual, chụp đêm và siêu thu phóng |  Pin tối ưu thông minh cho cả ngày tràn đầy năng lượng - Viên pin 4900 mAh cho phép bạn xem video liên tục đến 29 giờ |  Nâng cấp màn hình trải nghiệm tuyệt đỉnh - Màn hình 6.7"" inch Dynamic AMOLED 2X cùng tần số quét 120Hz"
Samsung Galaxy S23 FE 8GB 256GB,12.390.000đ,16.890.000đ,Giảm 27%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,4,5/5," Galaxy AI tiện ích - Khoanh vùng search đa năng, là trợ lý chỉnh ảnh, chat thông minh, phiên dịch trực tiếp |  Giải trí với khung hình và âm thanh sống động - Màn hình Dynamic AMOLED 2X, 120Hz cùng công nghệ âm thanh nổi |  Chụp ảnh chuyên nghiệp trong bất kì hoàn cảnh nào - Camera 50MP chụp đêm sống động và ổn định |  Hiệu suất cải tiến vượt bậc - Vi xử lý Exynos 2200 tiến trình 4nm mạnh mẽ |  Năng lượng cho cả ngày - Viên pin 4500mAh cùng sạc nhanh đến 25W thần tốc"
Điện thoại Tecno Camon 30 12GB/256GB,6.190.000đ,6.990.000đ,Giảm 11%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,null,null,"Nâng tầm nhiếp ảnh chân dung với camera 50MP sắc nét, lưu giữ mọi khoảnh khắc đáng nhớ. | Trải nghiệm màn hình lớn mãn nhãn 6.78 inches, hiệu năng mạnh mẽ với chip Helio G99 Ultimate(6nm). | Thiết kế cổ điển cùng dung lượng pin 5000 mAh, sạc nhanh 70W giúp tăng thời lượng sử dụng."
TECNO SPARK 20PRO+,4.890.000đ,5.490.000đ,Giảm 11%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,15,5/5,Camera selfie 32MP tuyệt đẹp - Ghi lại mọi khoảnh khắc tỏa sáng của bạn. | Yên tâm sử dụng với khả năng chống nước và bụi cấp độ IP53. | Trải nghiệm hiệu năng vô song với bộ xử lý Mediatek Helio G99 mạnh mẽ nhất. | Thiết kế cong đôi công thái học - Sự kết hợp hoàn hảo giữa kiểu dáng đẹp và sự thoải mái.
OPPO Reno10 Pro+ 5G 12GB 256GB,14.390.000đ,19.990.000đ,Giảm 28%,,N/A,N/A,N/A,1,5/5,"Trải nghiệm hình ảnh sống động, rực rỡ và sắc nét với tấm nền AMOLED 6.74 inch cùng tần số quét 120Hz mượt mà. | Hiệu năng mạnh mẽ cho khả năng xử lý đa nhiệm mượt mà, chơi game cấu hình cao. | Chụp ảnh chuyên nghiệp, sắc nét và ấn tượng với camera sau AI 50MP (chính) & Phụ 64 MP, 8 MP | Sử dụng thoải mái cả ngày dài với pin dung lượng cao 4700mAh, hỗ trợ sạc nhanh SuperVOOC 100W."
TECNO SPARK Go 2024 4GB 64GB,1.950.000đ,2.190.000đ,Giảm 11%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,2,5/5,"Hiệu năng ổn định, đáp ứng tốt nhu cầu cơ bản với Unisoc T606. | Camera chính 13MP chụp ảnh sắc nét, màu sắc chân thực. | Pin trâu 5.000 mAh - Sử dụng cả ngày dài mà không lo hết pin. | Thiết kế vuông vức sang trọng, trẻ trung, phù hợp mọi đối tượng."
TECNO SPARK 20 8GB 128GB,3.050.000đ,3.490.000đ,Giảm 13%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,7,5/5,"Vi xử lý MediaTek Helio G85 thoải mái trải nghiệm. | Nâng tầm trải nghiệm nhiếp ảnh với cụm camera 50MP. | Kích thước lên tới 6.56 inch cùng tấm nền LCD hiện đại cho chất lượng hiển thị rõ ràng, chân thực trong từng khung hình. | Viên pin 5000 mAh, cung cấp trải nghiệm sử dụng suốt ngày dài."
Samsung Galaxy S24 Plus 12GB 256GB,20.490.000đ,26.990.000đ,Giảm 24%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,2,5/5," Mở ra Kỷ nguyên Điện thoại AI Cao cấp -Hỗ trợ Phiên dịch cuộc gọi, trợ lí chỉnh ảnh, khoanh vùng để tìm kiếm |  Chụp ảnh bất kể không gian và thời gian - Camera 50MP với với công nghệ ProVisual, chụp đêm và siêu thu phóng |  Pin tối ưu thông minh cho cả ngày tràn đầy năng lượng - Viên pin 4900 mAh cho phép bạn xem video liên tục đến 29 giờ |  Nâng cấp màn hình trải nghiệm tuyệt đỉnh - Màn hình 6.7"" inch Dynamic AMOLED 2X cùng tần số quét 120Hz"
Samsung Galaxy S23 FE 5G 8GB 128GB,10.890.000đ,14.890.000đ,Giảm 27%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,2,5/5," Galaxy AI tiện ích - Khoanh vùng search đa năng, là trợ lý chỉnh ảnh, chat thông minh, phiên dịch trực tiếp |  Giải trí với khung hình và âm thanh sống động - Màn hình Dynamic AMOLED 2X, 120Hz cùng công nghệ âm thanh nổi |  Chụp ảnh chuyên nghiệp trong bất kì hoàn cảnh nào - Camera 50MP chụp đêm sống động và ổn định |  Hiệu suất cải tiến vượt bậc - Vi xử lý Exynos 2200 tiến trình 4nm mạnh mẽ |  Năng lượng cho cả ngày - Viên pin 4500mAh cùng sạc nhanh đến 25W thần tốc"
Điện thoại Tecno Camon 30 8GB/256GB,5.690.000đ,6.490.000đ,Giảm 12%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,3,5/5,"Nâng tầm nhiếp ảnh chân dung với camera 50MP sắc nét, lưu giữ mọi khoảnh khắc đáng nhớ. | Trải nghiệm màn hình lớn mãn nhãn 6.78 inches, hiệu năng mạnh mẽ với chip Helio G99 Ultimate(6nm). | Thiết kế cổ điển cùng dung lượng pin 5000 mAh, sạc nhanh 70W giúp tăng thời lượng sử dụng."
Samsung Galaxy M55 (12GB 256GB) ,10.490.000đ,12.690.000đ,Giảm 17%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,3,5/5,"Trải nghiệm hình ảnh sống động và sắc nét với màn hình AMOLED 6.7 inch, độ phân giải Super AMOLED+. | Ghi lại những bức ảnh tuyệt đẹp với camera chính 50MP, khẩu độ f/1.8, cùng nhiều tính năng chụp ảnh thông minh. | Qualcomm Snapdragon 7 Gen 1 nhân kết hợp với RAM 12GB mang đến hiệu suất mạnh mẽ cho mọi tác vụ, từ chơi game đến chỉnh sửa video. | Pin khủng 5000mAh - Sử dụng điện thoại cả ngày dài mà không lo hết pin nhờ viên pin."
OPPO Find X5 Pro 12GB 256GB - Giá mới chỉ có tại CellphoneS,15.990.000đ,19.990.000đ,Giảm 20%,,N/A,N/A,N/A,null,null,"Chip Snapdragon 8 Gen 1 cho hiệu suất mạnh mẽ, cân mọi tác vụ từ giải trí đến làm việc | Màn hình AMOLED 120 Hz mang đến cho bạn trải nghiệm mượt mà, màu sắc sống động | Dùng thoải mái cả ngày với dung lượng pin 5.000 mAh, tích hợp sạc nhanh 80W hiện đại | RAM 12GB đảm bảo khả năng xử lý đa nhiệm không giật lag, ROM 256GB giúp lưu trữ tốt"
TECNO POVA 5 8GB 128GB,3.790.000đ,4.490.000đ,Giảm 16%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,14,5/5,"Thiết kế mạnh mẽ, lạ mắt với mặt lưng phẳng đi kèm các họa tiết độc đáo. | Dung lượng pin cao 6000mAh - Sẵn sàng cho bạn chiến các tựa game mà không bị gián đoạn. | Màn hình 6.78 inches, hỗ trợ độ phân giải 1080 x 2460 pixel - Chất lượng hình ảnh mượt mà, sắc nét. | Chip xử lý Helio G99 (6nm) - Cung cấp sức mạnh giúp bạn đáp ứng tốt mọi tác vụ."
Samsung Galaxy S23 Ultra 12GB 512GB ,24.990.000đ,36.990.000đ,Giảm 32%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,2,5/5," Galaxy AI tiện ích - Khoanh vùng search đa năng, là trợ lý chỉnh ảnh, note thông minh, phiên dịch trực tiếp |  Thoả sức chụp ảnh, quay video chuyên nghiệp - Camera đến 200MP, chế độ chụp đêm cải tiến, bộ xử lí ảnh thông minh |  Chiến game bùng nổ - chip Snapdragon 8 Gen 2 8 nhân tăng tốc độ xử lí, màn hình 120Hz, pin 5.000mAh |  Nâng cao hiệu suất làm việc với Siêu bút S Pen tích hợp, dễ dàng đánh dấu sự kiện từ hình ảnh hoặc video |  Thiết kế bền bỉ, thân thiện - Màu sắc lấy cảm hứng từ thiên nhiên, chất liệu kính và lớp phim phủ PET tái chế"
iPhone 15 Pro Max 256GB | Chính hãng VN/A,28.990.000đ,34.990.000đ,Giảm 17%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.7 inches,8 GB,256 GB,64,5/5," Thiết kế khung viền từ titan chuẩn hàng không vũ trụ - Cực nhẹ, bền cùng viền cạnh mỏng cầm nắm thoải mái |  Hiệu năng Pro chiến game thả ga - Chip A17 Pro mang lại hiệu năng đồ họa vô cùng sống động và chân thực |  Thoả sức sáng tạo và quay phim chuyên nghiệp - Cụm 3 camera sau đến 48MP và nhiều chế độ tiên tiến |  Nút tác vụ mới giúp nhanh chóng kích hoạt tính năng yêu thích của bạn"
Tecno Pova 6 (8GB/256GB),5.690.000đ,6.490.000đ,Giảm 12%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,N/A,N/A,N/A,6,5/5,"Màn hình 6.78 inch cho không gian rộng rãi để xem phim, chơi game và đọc sách. | Pin 6000mAh cho phép sử dụng máy trong thời gian dài mà không cần lo lắng về việc hết pin. | Bộ vi xử lý Helio G99 8 nhân cho hiệu năng mạnh mẽ, xử lý mượt mà các tác vụ đa nhiệm, chơi game 3D cấu hình cao và chỉnh sửa ảnh/video chuyên nghiệp. | Với thiết kế trẻ trung, năng động, Tecno Pova 6 phù hợp với những người dùng yêu thích sự cá tính và nổi bật."
Điện thoại Nubia Neo 2,4.990.000đ,5.490.000đ,Giảm 9%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.72 inches,8 GB,256 GB,86,5/5,"Trải nghiệm hình ảnh mượt mà, sống động - Màn hình 6.72"" Full HD+ 120Hz | Chơi game liên tục không lo gián đoạn - Pin 6.000 mAh, sạc nhanh 33W | Âm thanh sống động, nhập vai - Hệ thống âm thanh nổi DTS:X Ultra | Trải nghiệm chơi game tuyệt vời - Trang bị nhiều tính năng chơi game, hiệu suất cao"
Xiaomi Redmi Note 13 (6GB 128GB),4.450.000đ,4.890.000đ,Giảm 9%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.67 inches,6 GB,128 GB,15,5/5," Bắt trọn khoảnh khắc - Cụm camera Redmi Note 13 đến 108MP mạnh mẽ cùng khả năng thu phóng 3x |  Màn hình đẳng cấp - Kích thước lớn 6.67"" AMOLED 120hz cuộn lướt mượt mà  |  Hiệu suất ổn định, đa nhiệm dễ dàng - Snapdragon 685 8 nhân cùng RAM 6GB |  Trải nghiệm Xiaomi Redmi Note 13 cả ngày không lo lắng - pin 5000mAh cùng sạc nhanh 33W"
Tecno Pova 6 Neo (8GB 128GB),4.150.000đ,4.590.000đ,Giảm 10%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.78 inches,8 GB,128 GB,14,5/5,"Pin 7000mAh cho phép sử dụng máy trong thời gian dài mà không cần lo lắng về việc hết pin. | Màn hình 6.78 inch cho không gian rộng rãi để xem phim, chơi game và đọc sách. | Bộ vi xử lý 8 nhân cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chơi game mượt mà và chỉnh sửa ảnh, video hiệu quả. | Hệ thống 3 camera sau với camera chính 50MP, camera góc siêu rộng 8MP và camera macro 2MP cho phép bạn chụp ảnh và quay video chất lượng cao trong mọi điều kiện ánh sáng."
Samsung Galaxy A15 LTE 8GB 128GB,4.350.000đ,4.990.000đ,Giảm 13%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.5 inches,8 GB,128 GB,15,5/5,N/A
iPhone 15 Pro 128GB | Chính hãng VN/A,24.890.000đ,28.990.000đ,Giảm 14%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.1 inches,8 GB,128 GB,9,5/5," Thiết kế khung viền từ titan mới - Vật liệu cực nhẹ, bền cùng viền cạnh mỏng cho cảm giác cầm nắm thoải mái |  Luôn mạnh mẽ ở bất kì tác vụ nào với Chip A17 Pro cho đồ họa có độ phân giải cao nhưng tiêu thụ điện năng ít hơn |  Dynamic Island hiển thị linh động các cảnh báo giúp bạn không bỏ lỡ thông tin nào |  Bắt trọn khoảng khắc bạn yêu - Cụm 3 camera sau đến 48MP chụp đêm và chân dung hoàn hảo |  Nút tác vụ mới giúp nhanh chóng kích hoạt tính năng yêu thích của bạn"
iPhone 14 Pro 128GB | Chính hãng VN/A,22.990.000đ,27.990.000đ,Giảm 18%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.1 inches,6 GB,128 GB,9,5/5," Trải nghiệm thị giác ấn tượng - Màn hình Dynamic Island, sắc nét với công nghệ Super Retina XDR, mượt mà 120 Hz |  Tuyệt đỉnh thiết kế, tỉ mỉ từng đường nét - Nâng cấp toàn diện với kiểu dáng mới, nhiều lựa chọn màu sắc trẻ trung |  Hiệu năng hàng đầu thế giới - Apple A16 Bionic xử lí nhanh, ổn định mọi tác vụ |  Camera chuẩn nhiếp ảnh chuyên nghiệp - Camera sau 48MP trang bị nhiều công nghệ chụp đa dạng"
Xiaomi Redmi 14C,3.090.000đ,3.290.000đ,Giảm 6%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.88 inches,4 GB,128 GB,null,null,"Màn hình 6,88 inch, lớn nhất trên dòng Redmi cho đến nay, mang đến không gian xem rộng rãi và phong phú . | Viên pin lớn 5160mAh, giúp người dùng yên tâm duy trì kết nối mà không cần phải sạc lại thường xuyên. | Redmi 14C được trang bị bộ vi xử lý 8 nhân MediaTek Helio G81- Ultra, mang lại hiệu năng mượt mà và hiệu quả. | Điện thoại được trang bị hệ thống camera kép AI 50MP mạnh mẽ để dễ dàng ghi lại những khoảnh khắc đáng nhớ."
Xiaomi Redmi Note 13 Pro 4G,6.190.000đ,7.290.000đ,Giảm 15%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.67 inches,8 GB,128 GB,9,5/5,"Thu hút mọi ánh nhìn với thiết kế đẹp mắt, mặt lưng và khung nhựa nhẹ được làm bóng. | Công nghệ âm thanh Dolby Atmos - Trải nghiệm âm thanh sống động, chi tiết và mạnh mẽ. | Màn hình lớn Full HD+ đi kèm tần số quét cao 120 Hz - Cho phép người dùng tận hưởng mọi chi tiết một cách rõ ràng. | Hiệu năng mạnh mẽ, phù hợp với nhu cầu sử dụng đa nhiệm của người dùng hiện nay với chip MediaTek Helio G99-Ultra."
Samsung Galaxy Z Flip6,24.990.000đ,28.990.000đ,Giảm 14%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.7 inches,12 GB,256 GB,1,5/5,"Chip Snapdragon 8 Gen 3 8 nhân mang đến hiệu năng mạnh mẽ, cho phép bạn xử lý các tác vụ hàng ngày một cách mượt mà. | Màn hình gập 6.7 inch Dynamic AMOLED 2X 120Hz mang đến trải nghiệm hình ảnh tuyệt vời, với độ phân giải cao. | Camera sau 50MP + 12MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ.  | Pin dung lượng 4000 mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin. "
iPhone 15 Plus 128GB | Chính hãng VN/A,22.590.000đ,25.990.000đ,Giảm 13%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.7 inches,6 GB,128 GB,15,5/5, Thiết kế dẫn đầu xu hướng - Nhiều màu sắc trendy cùng chất liệu kính pha màu và khung nhôm vô cùng bền bỉ |  Nắm bắt và tương tác mọi thông tin dễ dàng hơn với Dynamic Island mở rộng |  Chụp ảnh chân dung xuất sắc mọi khoảnh khắc - Camera chính 48MP với tele 2X và chế độ chỉnh sửa đa dạng |  Hiệu năng cân mọi tác vụ - A16 Bionic mạnh mẽ cho mọi thao tác mượt mà và nhanh chóng
Xiaomi POCO X6 Pro 5G 8GB 256GB - Chỉ có tại CellphoneS,8.490.000đ,9.990.000đ,Giảm 15%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.67 inches,8 GB,256 GB,70,5/5,"Màn hình sống động, tần số 120Hz - Đem đến chất lượng hình ảnh sắc nét, màu sắc sống động. | Hiệu năng đỉnh cao với chip Dimensity 8300 Ultra - Chiến được hầu hết các tựa game mobile phổ biến. | Bộ 3 camera chất lượng, quay chụp sắc nét - Đem đến cho bạn những bức hình chân dung chất lượng cao. | Trang bị pin 5000mAh đi cùng sạc nhanh 67 W giúp bạn thoải mái sử dụng điện thoại suốt cả ngày dài."
iPhone 15 128GB | Chính hãng VN/A,19.590.000đ,22.990.000đ,Giảm 15%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.1 inches,6 GB,128 GB,20,5/5," Thiết kế thời thượng và bền bỉ - Mặt lưng kính được pha màu xu hướng cùng khung viền nhôm bền bỉ |  Dynamic Island hiển thị linh động mọi thông báo ngay lập tức giúp bạn nắm bắt mọi thông tin |  Chụp ảnh đẹp nức lòng - Camera chính 48MP, Độ phân giải lên đến 4x và Tele 2x chụp chân dung hoàn hảo |  Pin dùng cả ngày không lắng lo - Thời gian xem video lên đến 20 giờ và sạc nhanh qua cổng USB-C tiện lợi |  Cải tiến hiệu năng vượt bậc - A16 Bionic mạnh mẽ giúp bạn cân mọi tác vụ dù có yêu cầu đồ hoạ cao"
iPhone 13 128GB | Chính hãng VN/A,13.890.000đ,17.290.000đ,Giảm 20%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.1 inches,4 GB,128 GB,194,5/5," Hiệu năng vượt trội - Chip Apple A15 Bionic mạnh mẽ, hỗ trợ mạng 5G tốc độ cao |  Không gian hiển thị sống động - Màn hình 6.1"" Super Retina XDR độ sáng cao, sắc nét |  Trải nghiệm điện ảnh đỉnh cao - Camera kép 12MP, hỗ trợ ổn định hình ảnh quang học |  Tối ưu điện năng - Sạc nhanh 20 W, đầy 50% pin trong khoảng 30 phút"
