product_name,price_sale,price,percent_discount,promotion,screen_size,ram,rom,rating_count,rate_average,outstanding_feature
OPPO A79 5G (8GB 256GB),7.190.000đ,7.490.000đ,Giảm 4%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.72 inches,8 GB,256 GB,2,5/5,"Trải nghiệm hình ảnh mượt mà và sống động với màn hình 90Hz, cho bạn những thao tác vuốt chạm và chơi game mượt mà hơn. | Tận hưởng tốc độ internet siêu nhanh và ổn định với kết nối 5G, cho bạn tải xuống, xem video và chơi game online mượt mà hơn. | Lưu trữ thoải mái với bộ nhớ lớn 8GB RAM + 128GB ROM, cho bạn đa nhiệm mượt mà và lưu trữ nhiều ứng dụng, hình ảnh và video. | Sử dụng thoải mái cả ngày dài với pin 5000mAh và sạc nhanh 33W, cho bạn sạc đầy pin nhanh chóng để tiếp tục sử dụng."
realme Note 60,2.990.000đ,3.090.000đ,Giảm 3%,Quyền lợi bảo hành rơi vỡ rơi nước 12 tháng tại CellphoneS,6.74 inches,4 GB,64 GB,null,null,"Màn hình lớn 6,745 inches, tần số quét 90Hz cho phép bạn thưởng thức nội dung giải trí một cách thoải mái và sống động. | Chip xử lý UNISOC T612 cũng cho phép bạn chơi game di động một cách mượt mà và ổn định. | Viên pin dung lượng 5000mAh cũng hỗ trợ sạc nhanh 10W, cho phép bạn sạc đầy pin nhanh chóng. | Realme Note 60 được trang bị hệ thống camera sau 32MP, cho phép bạn chụp ảnh chất lượng cao trong nhiều điều kiện ánh sáng khác nhau."
iPhone 15 Pro 512GB | Chính hãng VN/A,32.990.000đ,37.990.000đ,Giảm 13%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.1 inches,8 GB,512 GB,null,null," Thiết kế khung viền từ titan mới - Vật liệu cực nhẹ, bền cùng viền cạnh mỏng cho cảm giác cầm nắm thoải mái |  Luôn mạnh mẽ ở bất kì tác vụ nào với Chip A17 Pro cho đồ họa có độ phân giải cao nhưng tiêu thụ điện năng ít hơn |  Dynamic Island hiển thị linh động các cảnh báo giúp bạn không bỏ lỡ thông tin nào |  Bắt trọn khoảng khắc bạn yêu - Cụm 3 camera sau đến 48MP chụp đêm và chân dung hoàn hảo |  Nút tác vụ mới giúp nhanh chóng kích hoạt tính năng yêu thích của bạn"
realme C61 (4GB 128GB),3.590.000đ,N/A,N/A,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.745 inches,4 GB,128 GB,null,null,"Màn hình IPS LCD 6.745 inch với độ làm tươi 90 Hz cho hình ảnh sắc nét, màu sắc rực rỡ và góc nhìn rộng. | Bộ xử lý Unisoc Tiger T612 cho hiệu năng ổn định, xử lý mượt mà các tác vụ hàng ngày và chơi game nhẹ nhàng. | Cài đặt sẵn hệ điều hành Android 14 mới nhất với giao diện hiện đại, nhiều tính năng hữu ích. | Kháng nước nhẹ IP54 cho bạn yên tâm sử dụng trong điều kiện thời tiết ẩm ướt."
Điện thoại Itel RS4 8GB 256GB NFC,3.990.000đ,4.990.000đ,Giảm 20%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.56 inches,8 GB,256 GB,null,null,"Itel RS4 với RAM 8GB và bộ nhớ trong 256GB cho phép chạy nhiều ứng dụng cùng lúc mà không bị lag giật. | Màn hình lớn 6.56 inches cho phép bạn trải nghiệm hình ảnh thoải mái hơn, tần số quét 120Hz cho phép bạn cuộn trang và chơi game mượt mà hơn. | Camera chính 50MP cho phép bạn chụp ảnh sắc nét và chi tiết, các tính năng chụp ảnh thông minh giúp bạn chụp ảnh đẹp hơn trong mọi điều kiện ánh sáng. | Pin dung lượng lớn 5000 mAh cho phép bạn sử dụng điện thoại lâu hơn, công nghệ sạc nhanh cho phép bạn sạc pin nhanh chóng hơn."
Masstel Izi 15 4G,450.000đ,N/A,N/A,,1.77 inches,N/A,N/A,null,null,"Kiểu dáng nhỏ nhắn, thân thiện và cơ động, dễ mang theo và dễ thao tác bằng một tay. | Các chữ số và ký tự được làm với kích cỡ lớn, dễ nhìn, thân thiện với mọi đối tượng người dùng. | Đèn pin siêu sáng có nút kích hoạt nhanh nhanh thông qua phím giữa trên thân máy. | Hỗ trợ kết nối mạng 4G thế hệ mới. | Pin 1.000 mAh có thể kéo dài thời lượng trải nghiệm lên tới nhiều ngày không cần sạc."
OPPO A3 (8GB - 256GB),6.490.000đ,N/A,N/A,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.67 inches,8 GB,256 GB,null,null,"Màn hình LCD, 6.67 inch cho phép bạn xem nội dung với độ chi tiết cao và màu sắc rực rỡ. | Chip Snapdragon 6s 4G Gen1 mang đến hiệu năng mượt mà, xử lý các tác vụ hàng ngày một cách nhanh chóng. | Camera sau 50MP cho phép bạn chụp ảnh chất lượng cao, với độ chi tiết cao và màu sắc rực rỡ.  | Pin dung lượng lớn 5100mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin."
ZTE Blade V50 Design 8GB 256GB,3.090.000đ,3.290.000đ,Giảm 6%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.6 inches,8GB + Mở rộng 10GB,256 GB,13,5/5,"Hiệu năng vượt trội với chip Unisoc T606 - Giúp bạn xử lý các tác vụ mượt mà không cần phải lo lắng có bị giật, lag. | Cụm camera được cải tiến giúp quay video và chụp ra những bức ảnh hài hòa, sống động hơn. | Dung lượng ấn tượng lên đến 5000 mAh cùng sạc nhanh 22.5W - Thoải mái sử dụng trong nhiều giờ đồng hồ. | Hỗ trợ cổng sạc Type C giúp sạc đầy thiết bị một cách nhanh chóng, tiết kiệm thời gian, truyền tải dữ liệu đón đầu xu hướng tương lai."
Xiaomi Redmi A3 (4GB 128GB),2.990.000đ,N/A,N/A,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.71 inches,4 GB,128 GB,null,null,Đắm chìm cùng Redmi A3 với những thước phim mượt mà với màn ảnh rộng 6.71 inch cùng tốc độ làm mới 90Hz. | Dung lượng pin 5000 mAh - Thoải mái sử dụng suốt ngày dài mà không lo hết pin. | Hiệu năng Xiaomi Redmi A3 mượt mà và hiệu quả với chip MediaTek Helio G36. | Hạn chế hao mòn với tính năng mở khóa an toàn bằng vân tay và khuôn mặt.
Masstel IZI 30,600.000đ,N/A,N/A,,2.4 inches,N/A,N/A,null,null,"Sở hữu thân máy nhỏ nhắn, bền bỉ và gọn gàng mang hơi hướng hiện đại, dễ sử dụng. | Hỗ trợ kết nối 4G chất lượng cao, đảm bảo duy trì kết nối cuộc gọi ổn định xuyên suốt. | Đèn pin chiếu sáng, bật/tắt siêu nhanh mang tới chế độ chiếu sáng tiện lợi thông qua đèn LED đặt ở cạnh trên thân máy. | Danh bạ lưu trữ 500 số, hỗ trợ 2 SIM 2 sóng. | Loa ngoài to rõ cho chất âm sống động."
OPPO A18 4GB 128GB,3.690.000đ,3.990.000đ,Giảm 8%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.56 inches,4 GB,128 GB,2,5/5,"Hiệu năng vượt trội với chip Helio G85 - Giúp bạn xử lý các tác vụ mượt mà không cần phải lo lắng có bị giật, lag. | Độ phân giải HD+ sặc nét cùng tần số quét 90Hz, mang lại những hình ảnh sống động và mượt mà nhất. | Dung lượng pin 5000 mAh mạnh mẽ - Đảm bảo bạn sẽ luôn kết nối và sử dụng trong nhiều giờ liền. | Thiết kế thời trang và hiện đại với các cạnh viền được vát phẳng và bo tròn ở các góc."
OPPO Find N3 16GB 512GB,41.990.000đ,44.990.000đ,Giảm 7%,Tặng gói dịch vụ VIP Premium Service và khác,7.82 inches,16 GB,512 GB,1,5/5," Bậc thầy thiết kế, siêu mỏng nhe - Mỏng chỉ 239g, nhẹ chỉ 5.8mm với nếp gấp tàng hình |  Rực rõ mọi màn hình hiển thị - Kích thước lên đến 7.8mm, độ phân giải 2K+ cùng tần số quét 120Hz mượt mà |  Bậc thầy nhiếp ảnh - 3 camera hàng đầu đến 64MP kết hợp cùng đa dạng chế độ chụp hoàn hảo |  Nâng cao hiệu suất sử dụng - Chip MediaTek Dimensity 9200 5G mạnh mẽ cùng hàng loạt tính năng đa nhiệm thông tinh"
OPPO Reno10 5G 8GB 256GB,9.290.000đ,10.990.000đ,Giảm 15%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.7 inches,8 GB,256 GB,3,5/5," Chuyên gia chân dung thế hệ thứ 10 - Camera chân dung 32MP siêu nét, chụp xa từ 2X-5X không lo biến dạng khung hình |  Thiết kế nổi bật, dẫn đầu xu hướng - Cạnh viền cong 3D, các phiên bản màu sắc phù hợp đa cá tính, thu hút mọi ánh nhìn |  Đa nhiệm mạnh mẽ hơn ai hết - RAM mở rộng 8GB, ROM 256GB mang đến trải nghiệm đa tác vụ thoải mái |  Pin bất tận, sạc siêu tốc - pin 5000mAh và sạc nhanh 67W cùng chế độ tiết kiệm pin siêu tiện ích"
OnePlus Nord CE 3 Lite - Chỉ có tại CellphoneS,5.690.000đ,6.190.000đ,Giảm 8%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.72 inches,8 GB,256 GB,3,5/5,"Thiết kế thời thượng với bảng màu siêu cuốn hút, các cạnh viền được bo cong tinh tế | Màn hình kích thước 6.72 inches kết hợp tần số quét 120 Hz cho trải nghiệm cực đỉnh | Thoả sức sáng tạo trong nhiều khung ảnh với hệ thống camera có độ phân giải 108 MP | Viên pin 5.000 mAh, tích hợp sạc nhanh 67 W giúp cung cấp năng lượng cả ngày dài"
realme C60 4GB 64GB,2.790.000đ,N/A,N/A,,6.74 inches,4 GB,64 GB,null,null,"Camera siêu sắc nét với độ phân giải đỉnh cao - mang lại những bức ảnh chụp chuyên nghiệp, rõ nét và chi tiết nhất trên từng chủ thể hiển thị. | Màn hình LCD cho khả năng hiển thị hình ảnh hoàn hảo. | Dung lượng pin 5000 mAh - Thoải mái sử dụng suốt ngày dài mà không lo hết pin. | Cấu hình ổn định và khả năng xử lý tốc độ với chip Unisoc T612."
Infinix Hot 40i 8GB 256GB,3.000.000đ,3.190.000đ,Giảm 6%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.56 inches,8 GB,256 GB,4,5/5,"Chip xử lý game mạnh mẽ Unisoc T606 - Đem lại trải nghiệm mọi ứng dụng một cách mượt mà và không bị gián đoạn. | Màn rộng 6,56 inch cùng tần số quét 90Hz cho phép hiển thị hình ảnh sắc nét đến từng chi tiết nhỏ trên màn hình. | Tạm biệt nỗi lo pin yếu với dung lượng pin lên đến 5000mAh cùng công nghệ sạc nhanh 18W. | Thiết kế nhẹ với mặt lưng tựa kính thời thượng và hiện đại, với kích thước lý tưởng để dễ dàng mang theo bên mình."
vivo Y36 8GB 128GB,4.990.000đ,5.190.000đ,Giảm 4%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.64 inches,8 GB,128 GB,4,5/5,"Vẻ ngoài đơn giản tạo nên sức hút - Thiết kế thời thượng so với màn hình giọt nước trước đó. | Màn hình Full HD+ - Hình ảnh hiển thị sắc nét, giúp bạn chiêm ngưỡng những bộ phim, chơi game tốt hơn. | Snapdragon 680 cùng pin 5000 mAh - Đủ sức sử dụng các tác vụ như lướt web, xem phim hay chơi game cấu hình tầm trung. | Pin trâu cho thời gian dùng lâu - dung lười dùng sử dụng thoải mái cả một ngày dài."
Điện thoại ZTE Blade A54 4GB 128GB,2.190.000đ,2.290.000đ,Giảm 4%,Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS,6.6 inches,4GB + Mở rộng 4GB,128 GB,1,5/5,"Trải nghiệm hình ảnh sống động và mượt mà với màn hình IPS LCD 6,6 inch, tần số quét 90Hz. | Camera kép 13MP sắc nét ghi lại những khoảnh khắc đáng nhớ, cho chất lượng hình ảnh tuyệt vời. | Chipset Unisoc SC9863A kết hợp với RAM 4GB mang đến hiệu suất mượt mà cho các tác vụ hàng ngày và chơi game nhẹ. | Sử dụng điện thoại cả ngày dài mà không lo hết pin nhờ viên pin dung lượng lớn 5000mAh."
Samsung Galaxy Z Fold6 12GB 1TB,52.990.000đ,54.990.000đ,Giảm 4%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,7.6 inches,12 GB,1 TB,null,null,"Màn hình chính Dynamic AMOLED 2X 7.6 inch cho trải nghiệm giải trí, làm việc đỉnh cao. | Chip Snapdragon 8 Gen 3 cho tốc độ xử lý siêu nhanh, đáp ứng tốt mọi nhu cầu sử dụng. | Camera chính 50.0 MP ghi lại những khoảnh khắc đẹp với độ chi tiết, màu sắc ấn tượng. | Pin 4400mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không cần lo lắng về việc hết pin."
vivo V29E 8GB 256GB,7.990.000đ,8.990.000đ,Giảm 11%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.67 inches,8 GB,256 GB,3,5/5,"Hiệu năng vượt trội với chip Snapdragon 695 - Giúp bạn xử lý các tác vụ mượt mà không cần phải lo lắng có bị giật, lag. | Màn hình Sunlight AMOLED 120Hz - Cho hình ảnh sắc nét, màu sắc tươi sáng, trung thực. | Pin khủng kèm sạc siêu siêu tốc 44W - Giúp bạn sử dụng thoải mái trong vòng hai ngày.  | Cụm camera được cải tiến giúp quay video và chụp ra bức ảnh rất tốt, hài hòa, sống động hơn."
Samsung Galaxy Z Fold6 12GB 512GB,42.490.000đ,47.990.000đ,Giảm 11%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,7.6 inches,12 GB,512 GB,null,null,"Màn hình chính Dynamic AMOLED 2X 7.6 inch mang đến trải nghiệm hình ảnh tuyệt vời, với độ phân giải cao. | Chip Snapdragon 8 Gen 3 cho tốc độ xử lý siêu nhanh, đáp ứng tốt mọi nhu cầu sử dụng một cách mượt mà.  | Camera trước 10MP cho phép bạn chụp ảnh selfie chất lượng cao và thực hiện các cuộc gọi video rõ ràng. | Samsung Galaxy Z Fold6 có thiết kế sang trọng và cao cấp, với khung viền nhôm và mặt lưng kính cường lực."
Samsung Galaxy S21 FE 8GB 128GB,15.500.000đ,16.990.000đ,Giảm 9%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.4 inches,8 GB,128 GB,6,5/5," Thiết kế cao cấp - Vẻ đẹp tinh tế cùng nhiều màu sắc thời thượng |  Trọn vẹn từng khung hình - Màn hình 6.4"", độ sáng cao cùng tần số quét 120Hz |  Sắc nét từng khung hình - Bộ ba camera 12MP, hỗ trợ quay video 4K, chống rung điện từ EIS |  Mượt mà mọi tác vụ - Chip Exynos 2100 tiến trình 5nm mạnh mẽ"
TECNO POVA 5 (8GB - 256GB),4.390.000đ,5.290.000đ,Giảm 17%,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.78 inches,8 GB,256 GB,6,5/5,"Thiết kế mạnh mẽ, lạ mắt với mặt lưng phẳng đi kèm các họa tiết độc đáo. | Dung lượng pin cao 6000mAh - Sẵn sàng cho bạn chiến các tựa game mà không bị gián đoạn. | Màn hình 6.78 inches, hỗ trợ độ phân giải 1080 x 2460 pixel - Chất lượng hình ảnh mượt mà, sắc nét. | Chip xử lý Helio G99 (6nm) - Cung cấp sức mạnh giúp bạn đáp ứng tốt mọi tác vụ."
vivo Y03 4GB 64GB,2.990.000đ,N/A,N/A,Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS,6.56 inches,4GB + Mở rộng 4GB,64 GB,null,null,"Trải nghiệm giải trí cực sống động với màn hình rộng 6.56 inch cùng độ phân giải HD. | Dung lượng ấn tượng lên đến 5000 mAh cùng sạc nhanh 15W - Thoải mái sử dụng trong nhiều giờ đồng hồ. | Nhiếp ảnh chuyên nghiệp, nắm giữ tuyệt tác trong tầm tay với camera chính 13MP. | Hỗ trợ cổng sạc Type C giúp sạc đầy thiết bị một cách nhanh chóng, tiết kiệm thời gian, truyền tải dữ liệu đón đầu xu hướng tương lai."
Itel S23 8GB 256GB,2.490.000đ,3.990.000đ,Giảm 38%,Quyền lợi bảo hành Vip 12 tháng 1 đổi 1 tại CellphoneS,6.6 inches,8 GB,256 GB,3,5/5,"Tốc độ làm mới màn hình 90Hz cho phép bạn trải nghiệm hình ảnh sắc nét, chân thật | Camera 50MP giúp bạn có được những bức ảnh chi tiết, đầy màu sắc | RAM 8GB cùng ổ cứng 256GB cho phép bạn thoải mái lưu trữ dữ liệu, hình ảnh | Dung lượng pin trâu 5000 mAh cho phép bạn thoải mái chơi game, xem phim"
OPPO A78 4G (8GB 256GB),6.990.000đ,N/A,N/A,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.43 inches,8 GB,256 GB,3,5/5," Nâng cấp không gian giải trí cực sắc nét - Màn hình 6.43 inches, tần số quét 90hz |  Hiệu năng ổn định, xử lí tác vụ mượt mà - Chip Qualcomm Snapdragon 680, RAM 8GB |  Chụp ảnh thoả sức, sáng tạo hết mức - Camera 50 MP cùng nhiều chế độ xử lí thông minh |  Pin trâu dùng thoải mái cả ngày - Dung lượng pin 5000 mAh cùng sạc nhanh siêu tốc"
OPPO A58 8GB 128GB,5.190.000đ,5.490.000đ,Giảm 5%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.72 inches,8 GB,128 GB,null,null,"Bộ vi xử lý MediaTek Helio G85 8 nhân cho hiệu năng mạnh mẽ để xử lý các tác vụ đa nhiệm, chơi game mượt mà và chỉnh sửa ảnh/video chuyên nghiệp. | RAM 8GB và bộ nhớ trong 128GB cho khả năng lưu trữ thoải mái và đa nhiệm mượt mà. | Màn hình 6.72 inch với tần số quét 60Hz cho trải nghiệm xem phim, chơi game mượt mà và sống động. |  Pin 5000mAh cho phép bạn sử dụng điện thoại cả ngày dài mà không lo hết pin."
Infinix Hot 30i 8GB 128GB,2.400.000đ,3.290.000đ,Giảm 27%,,6.6 inches,8GB + Mở rộng 8GB,128 GB,24,5/5,"Thiết kế thời thượng với các cạnh viền được hoàn thiện vuông vức đẹp mắt | Tích hợp công nghệ mở rộng RAM nâng tổng dung lượng RAM lên đến 16 GB | Màn hình 6.56 inch tần số quét 90 Hz mang đến trải nghiệm mượt mà, trơn tru | Dung lượng pin 5.000 mAh cung cấp năng lượng cả ngày không lo gián đoạn"
OPPO A77s 8GB 128GB,5.190.000đ,6.290.000đ,Giảm 17%,"Trả góp 0% lãi suất, không trả trước, không phụ phí qua Shinhan Finance",6.56 inches,8 GB,128 GB,2,5/5," Nâng tầm trải nghiệm thị giác - Tấm nền IPS LCD với kích thước 6.56 inch, tần số quét 90Hz |  Năng lượng tiếp sức cho cả ngày dài - 5000 mAh, sạc siêu nhanh SuperVOOC 33 W |  Long lanh từ trong ra ngoài với thiết kế OPPO Glow, mặt lưng hoàn thiện từ thủy tinh hữu cơ |  Trải nghiệm ổn định mọi tác vụ - Chip Snapdragon 680 8, RAM 8 GB và khả năng mở rộng RAM"
Samsung Galaxy Z Flip4 128GB,23.990.000đ,N/A,N/A,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.7 inches,8 GB,128 GB,2,5/5," Ngoại hình thời trang - cầm nắm cực sang với thiết kế gập vỏ sò độc đáo |  Công nghệ màn hình hàng đầu đến từ Samsung - 6.7 inch, tấm nền Dynamic AMOLED 2X |  Trang bị camera chất lượng - Bộ đôi camera có cùng độ phân giải 12 MP, chống rung, chụp đêm |  Hiệu năng mạnh mẽ đến từ dòng chip cao cấp của Qualcomm - Snapdragon 8+ Gen 1"
TECNO Camon 20,4.990.000đ,N/A,N/A,Không phí chuyển đổi khi trả góp 0% qua thẻ tín dụng kỳ hạn 3-6 tháng,6.67 inches,8 GB,256 GB,1,5/5,"Thực hiện tốt đa tác vụ cùng lúc với bộ vi xử lý Helio G85 và dung lượng RAM lên đến 8 GB | Hệ thống 2 camera sau có độ phân giải lên đến 64 MP giúp bắt trọn mọi khoảnh khắc nổi bật | Chiêm ngưỡng hình ảnh chất lượng cao nhờ vào tấm nền AMOLED, độ phân giải Full HD+ | Viền siêu mỏng kết hợp với màn hình kích thước 6.67 inch cho không gian hiển thị rộng lớn"
